año,kilometraje,cilindraje,marca,combustible,tipo_transmision,traccion,uso,zona,falla_frenos,falla_motor,falla_llantas,falla_direccion,falla_suspension,falla_luces,falla_espejos,resultado
1998,418123,1600,Volkswagen,gasolina,automatica,4x2,publico,rural,1,1,0,1,0,1,1,1
2017,111050,2000,Toyota,gasolina,manual,4x2,particular,rural,0,0,0,1,0,0,0,0
2011,395053,1200,Renault,gasolina,automatica,4x2,publico,urbano,1,0,1,0,0,0,0,1
2018,87386,1200,Chevrolet,gas,manual,4x2,particular,rural,0,0,0,0,0,1,0,0
2014,154294,1500,Ford,gasolina,manual,4x2,particular,urbano,1,1,0,1,0,1,1,1
2023,11614,2000,Hyundai,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2021,56512,1600,Honda,gas,automatica,4x2,particular,urbano,0,0,0,0,0,1,1,0
2013,129761,1600,Nissan,diesel,manual,4x4,particular,rural,0,1,0,0,1,0,0,0
2006,450000,1000,Suzuki,gasolina,automatica,4x4,publico,urbano,1,1,1,1,1,1,1,0
2020,74702,2000,Honda,gas,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2006,360871,2000,Mazda,gasolina,manual,4x2,publico,urbano,1,0,0,0,1,1,0,1
2005,357723,1800,Mazda,gas,automatica,4x2,particular,urbano,0,1,0,0,1,0,0,1
2018,198233,1500,Chevrolet,gasolina,automatica,4x2,publico,urbano,0,1,1,1,1,0,1,1
2022,10317,1500,Hyundai,gasolina,automatica,4x2,particular,rural,1,1,0,0,0,0,0,0
2017,102778,1800,Mazda,gasolina,automatica,4x2,particular,urbano,0,0,1,0,1,1,0,0
2021,42262,2000,Ford,gasolina,manual,4x2,particular,rural,0,0,0,0,0,0,1,0
2014,355759,1400,Kia,gasolina,manual,4x2,publico,urbano,0,1,0,0,0,0,0,1
2011,219771,1600,Toyota,gas,automatica,4x2,particular,urbano,0,1,1,0,0,0,0,1
2013,342547,1500,Renault,diesel,manual,4x2,publico,urbano,1,1,1,0,1,1,0,1
1998,441436,1000,Chevrolet,gasolina,manual,4x2,particular,urbano,1,1,1,1,1,1,1,1
2021,47316,1400,Kia,diesel,automatica,4x2,particular,rural,0,0,0,0,0,1,0,0
2020,92820,1600,Chevrolet,gasolina,manual,4x2,particular,urbano,0,1,0,1,0,0,1,0
2001,437885,1000,Suzuki,gasolina,automatica,4x2,particular,urbano,1,1,1,1,1,1,0,1
2023,17192,1200,Suzuki,gas,manual,4x4,particular,urbano,0,0,0,0,0,0,0,0
2003,238728,1400,Chevrolet,gasolina,manual,4x4,particular,rural,1,0,1,1,0,0,1,0
2004,450000,1800,Mazda,gasolina,manual,4x4,publico,rural,1,1,0,1,0,0,1,0
1999,362085,1000,Renault,gasolina,manual,4x2,particular,urbano,0,1,1,1,1,1,0,1
2013,212637,1500,Ford,gasolina,manual,4x2,particular,urbano,0,0,1,1,1,1,1,1
2023,22309,1400,Nissan,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2016,126330,1000,Kia,gasolina,manual,4x4,particular,rural,0,1,1,1,0,0,0,1
2000,422807,1400,Ford,gasolina,manual,4x2,publico,urbano,0,1,0,1,1,1,1,0
2008,267276,1400,Toyota,diesel,automatica,4x2,particular,rural,0,1,0,1,0,0,1,0
2010,332044,1200,Suzuki,gasolina,automatica,4x2,publico,rural,0,1,1,0,1,1,1,1
2000,276282,1600,Chevrolet,gasolina,manual,4x2,particular,urbano,1,0,1,1,1,0,1,1
1999,450000,2000,Volkswagen,gasolina,automatica,4x2,publico,rural,1,1,1,1,1,1,1,1
2000,450000,1200,Kia,diesel,automatica,4x2,publico,urbano,0,1,0,1,1,1,1,1
1999,349342,1500,Hyundai,gasolina,automatica,4x2,particular,urbano,1,0,0,1,0,1,1,1
2000,434327,1400,Honda,gasolina,automatica,4x4,particular,urbano,1,1,1,0,1,1,0,1
2018,209795,1600,Chevrolet,gasolina,automatica,4x2,publico,rural,0,1,1,0,0,0,1,1
2018,68123,1200,Renault,gasolina,automatica,4x2,particular,rural,0,0,1,0,0,0,0,0
2011,179243,2000,Mazda,gasolina,automatica,4x2,particular,rural,0,1,1,0,1,1,1,1
2017,112509,1600,Kia,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2021,50624,1400,Chevrolet,diesel,manual,4x4,particular,urbano,0,0,0,0,0,0,0,0
2021,68651,1400,Renault,gasolina,manual,4x2,particular,urbano,0,0,1,0,0,0,0,0
2004,350508,2400,Ford,gasolina,automatica,4x2,particular,urbano,1,1,1,0,1,1,1,1
2015,135127,2000,Nissan,diesel,manual,4x2,particular,urbano,1,0,0,1,1,1,0,0
2003,321012,1000,Renault,diesel,automatica,4x2,particular,rural,0,0,0,1,1,1,1,1
2009,233167,2400,Hyundai,gasolina,manual,4x2,particular,urbano,0,0,1,0,1,0,1,1
2016,223310,1600,Ford,gasolina,manual,4x4,publico,urbano,1,1,0,1,1,1,0,1
2021,28855,1800,Honda,diesel,automatica,4x2,particular,urbano,0,0,0,0,0,0,1,0
2011,119453,1200,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,1,0,1,0,0,0,1
2008,188833,1400,Chevrolet,diesel,manual,4x2,particular,rural,1,0,0,0,0,0,0,0
2013,192747,1500,Kia,gasolina,automatica,4x2,particular,urbano,1,1,0,0,0,1,0,1
2004,382417,1600,Chevrolet,gasolina,manual,4x2,particular,rural,1,0,0,1,0,0,1,0
2000,450000,2000,Ford,gasolina,manual,4x2,particular,urbano,1,1,0,1,0,1,0,1
2017,103051,1000,Renault,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,1,0
2001,450000,2000,Honda,gasolina,manual,4x2,publico,rural,1,1,1,1,1,0,0,1
2020,76280,1600,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,1,0,0,0,0,0,1
2013,192291,2400,Toyota,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,1,1
2014,113965,1000,Kia,gasolina,automatica,4x2,particular,urbano,1,0,0,0,0,1,0,1
2002,450000,1500,Hyundai,gasolina,manual,4x2,particular,urbano,0,1,0,1,1,1,0,1
2001,450000,1800,Toyota,gasolina,manual,4x4,particular,urbano,1,1,1,1,1,0,1,1
2019,58875,1200,Chevrolet,gasolina,manual,4x2,particular,rural,0,0,0,0,0,0,0,0
2018,95373,1000,Kia,diesel,manual,4x2,particular,rural,0,1,0,1,1,1,0,0
2004,360265,1400,Chevrolet,gasolina,manual,4x4,particular,urbano,1,1,1,1,1,1,1,1
2002,262823,1200,Renault,gasolina,automatica,4x2,particular,urbano,0,1,1,1,1,1,1,1
2013,346177,1600,Renault,gasolina,manual,4x4,publico,urbano,1,1,1,0,1,1,1,1
1998,381162,2400,Dodge,gasolina,manual,4x2,particular,urbano,1,0,1,1,1,1,1,0
2020,74858,1000,Chevrolet,diesel,manual,4x2,particular,rural,0,0,0,0,0,1,0,0
2018,72697,1800,Dodge,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,1
2006,450000,1000,Chevrolet,diesel,manual,4x2,publico,rural,1,1,1,1,1,1,0,1
2016,146405,2000,Toyota,gasolina,manual,4x2,particular,urbano,1,0,0,0,0,0,1,0
1998,296064,1400,Nissan,gasolina,automatica,4x2,particular,rural,0,1,0,1,1,1,1,0
2018,82535,2400,Hyundai,gasolina,manual,4x4,particular,urbano,0,0,0,0,0,0,0,0
2004,245481,1800,Hyundai,gasolina,manual,4x4,particular,urbano,0,0,1,1,1,0,1,1
2006,319079,1200,Chevrolet,gasolina,automatica,4x2,particular,rural,1,1,1,0,0,1,0,1
2001,337094,1200,Renault,diesel,manual,4x2,particular,urbano,0,0,1,1,0,0,1,0
2002,420621,2400,Toyota,gasolina,automatica,4x2,particular,rural,0,1,1,1,1,1,0,1
2018,117152,2000,Volkswagen,gasolina,manual,4x2,particular,urbano,0,0,0,1,1,1,0,1
2023,17249,1500,Kia,gasolina,automatica,4x4,particular,rural,0,0,0,0,0,0,0,0
2021,37197,1400,Ford,diesel,manual,4x2,publico,urbano,0,0,0,0,0,0,0,1
2008,308575,1000,Kia,gasolina,manual,4x4,particular,urbano,0,1,0,1,1,1,0,1
2002,268002,1000,Chevrolet,gasolina,manual,4x2,particular,rural,1,1,1,1,0,1,1,1
1999,450000,2000,Ford,gasolina,automatica,4x2,particular,urbano,1,1,1,1,1,1,0,1
2014,153254,1400,Renault,diesel,automatica,4x2,publico,urbano,1,1,0,0,0,1,1,1
2019,115847,1200,Chevrolet,diesel,automatica,4x2,publico,rural,0,0,0,0,0,1,0,1
2011,214987,1000,Kia,gas,manual,4x2,particular,urbano,0,0,0,0,1,0,1,1
2018,72980,1500,Nissan,gasolina,automatica,4x2,particular,urbano,0,1,1,1,1,0,0,1
1998,450000,1200,Renault,gasolina,manual,4x2,publico,rural,1,1,0,1,1,1,1,1
2001,450000,1200,Renault,gasolina,automatica,4x2,publico,urbano,1,1,1,1,1,0,1,1
2009,215796,2000,Honda,gasolina,manual,4x2,particular,rural,0,1,1,1,1,0,1,1
2006,244328,1600,Toyota,gasolina,manual,4x2,particular,urbano,1,1,1,0,0,1,0,1
2010,189942,1000,Kia,gasolina,automatica,4x4,particular,urbano,1,0,1,0,0,1,0,1
2008,225354,1500,Renault,gasolina,manual,4x2,particular,rural,1,0,1,1,0,1,1,1
2015,158765,1000,Suzuki,gasolina,automatica,4x2,particular,urbano,0,1,1,1,1,0,1,0
2008,208002,1200,Chevrolet,gasolina,automatica,4x4,particular,urbano,1,0,1,1,1,1,1,1
2000,450000,1800,Ford,gasolina,automatica,4x4,particular,urbano,1,1,1,0,1,1,0,1
2014,115224,1500,Renault,gasolina,manual,4x4,particular,urbano,0,1,0,1,1,0,0,1
2004,370504,1200,Renault,gas,automatica,4x2,particular,urbano,1,1,0,1,1,0,1,0
2014,340410,1600,Volkswagen,gasolina,manual,4x4,publico,urbano,1,0,1,1,1,1,0,0
2020,55780,2000,Ford,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2022,31653,1800,Toyota,gasolina,automatica,4x2,publico,urbano,0,0,1,0,0,0,0,0
2006,369539,1600,Kia,gasolina,manual,4x2,particular,urbano,0,1,1,1,1,1,0,1
2001,397887,1000,Renault,gas,automatica,4x2,publico,urbano,0,1,1,1,1,1,1,1
2003,282657,1400,Suzuki,diesel,manual,4x2,particular,rural,0,1,0,1,1,0,1,0
2009,178295,1200,Kia,gas,automatica,4x2,particular,rural,1,1,0,1,0,0,0,1
2008,242963,1400,Mazda,gasolina,automatica,4x2,particular,urbano,1,1,1,1,1,0,1,1
2017,82141,1600,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
1998,450000,1400,Chevrolet,gas,automatica,4x2,publico,rural,1,1,1,1,1,1,0,0
2022,38251,1600,Suzuki,gasolina,automatica,4x2,publico,urbano,0,0,0,0,1,0,1,1
2022,44697,1600,Renault,diesel,manual,4x2,publico,rural,0,1,1,1,0,0,0,1
2010,265823,1600,Toyota,gasolina,automatica,4x2,particular,urbano,0,0,1,1,0,1,0,1
2019,61999,1000,Chevrolet,diesel,manual,4x2,particular,rural,1,1,0,0,0,1,0,1
2022,83252,1800,Volkswagen,gasolina,manual,4x2,publico,rural,0,1,0,1,0,0,0,1
2013,133742,1800,Volkswagen,gasolina,automatica,4x4,particular,urbano,0,1,1,0,0,0,0,1
2006,243257,2000,Dodge,diesel,automatica,4x2,particular,rural,0,1,0,1,1,0,1,1
2005,313691,1500,Mazda,diesel,manual,4x2,publico,rural,0,1,1,1,0,1,1,1
1998,276000,1600,Kia,gas,automatica,4x2,particular,rural,1,1,1,0,0,1,1,1
2002,294732,1000,Chevrolet,gas,manual,4x2,particular,urbano,0,1,0,0,0,0,1,1
2001,226950,3000,Peugeot,gasolina,manual,4x2,particular,urbano,1,1,0,1,0,1,1,1
1998,375228,1500,Nissan,diesel,automatica,4x2,particular,urbano,1,1,1,1,0,1,1,1
2006,258889,1400,Kia,gasolina,manual,4x2,particular,urbano,1,1,0,0,1,1,0,1
2006,248101,1600,Chevrolet,gasolina,manual,4x2,particular,urbano,0,1,1,0,1,1,0,1
2020,41262,1400,Mazda,gasolina,manual,4x2,particular,urbano,0,0,1,0,1,0,0,1
2002,258736,1200,Chevrolet,gasolina,automatica,4x2,particular,rural,0,1,1,1,1,1,0,0
2010,288814,1500,Hyundai,gasolina,manual,4x2,particular,rural,0,0,1,0,1,1,0,1
2013,146121,1400,Hyundai,gas,automatica,4x2,particular,rural,1,1,1,0,0,0,0,1
2006,386381,1000,Renault,diesel,manual,4x4,particular,urbano,1,1,1,1,1,1,1,1
2010,223201,1600,Kia,gas,automatica,4x2,particular,urbano,1,1,0,1,1,0,1,1
2017,72271,1500,Kia,gasolina,manual,4x4,particular,urbano,0,0,0,0,0,0,0,0
2018,78901,2400,Toyota,gasolina,automatica,4x4,particular,urbano,0,0,1,0,0,0,0,0
2000,258239,1600,Renault,gasolina,automatica,4x2,particular,rural,1,1,1,1,0,1,1,1
2013,108658,1200,Chevrolet,diesel,manual,4x2,particular,urbano,1,1,0,0,0,0,0,1
2001,309892,1800,Volkswagen,gasolina,automatica,4x2,particular,rural,1,1,0,1,1,1,1,1
1998,426766,1400,Chevrolet,gasolina,manual,4x2,particular,urbano,0,1,1,0,1,0,1,1
2017,168769,1500,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,0,0,0,0,0,0,0
2020,106607,2400,Hyundai,gasolina,automatica,4x4,publico,rural,1,0,1,1,1,0,1,1
2021,39725,1500,Hyundai,gasolina,manual,4x2,particular,urbano,0,0,0,0,1,0,0,0
2001,450000,1000,Renault,gasolina,manual,4x4,publico,urbano,1,0,1,1,1,1,1,1
2019,80330,1500,Kia,gasolina,manual,4x2,particular,rural,0,0,0,0,0,0,0,0
2012,204330,1200,Kia,gasolina,manual,4x2,particular,urbano,1,1,0,0,0,0,0,1
2015,105748,1800,Honda,diesel,manual,4x2,particular,urbano,1,1,0,1,1,0,0,1
2017,128625,2400,Honda,gasolina,manual,4x2,particular,rural,0,1,0,0,0,0,0,0
2021,81882,1800,Toyota,gasolina,automatica,4x2,publico,urbano,0,0,0,0,0,0,0,1
2021,50897,1400,Mazda,gas,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2019,83576,2400,Hyundai,gasolina,automatica,4x2,particular,urbano,0,0,0,1,1,0,0,0
2019,78243,1800,Volkswagen,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2009,437562,1600,Suzuki,gasolina,manual,4x4,publico,rural,1,0,1,1,1,0,1,1
2002,328558,1600,Honda,gasolina,manual,4x2,particular,urbano,0,0,1,1,0,0,1,0
2014,134987,1400,Nissan,diesel,automatica,4x2,publico,rural,1,1,1,1,0,1,0,1
2015,158499,1600,Chevrolet,diesel,automatica,4x2,particular,rural,0,0,0,1,0,0,0,1
2020,64768,1600,Renault,diesel,manual,4x2,particular,urbano,0,0,0,0,0,0,0,0
2010,140541,2400,Mazda,gasolina,automatica,4x2,particular,urbano,0,1,1,0,0,0,1,0
2010,194829,1400,Kia,gasolina,automatica,4x4,particular,urbano,1,0,1,1,0,0,0,1
2022,21339,1800,Nissan,gasolina,automatica,4x4,particular,rural,0,0,0,0,1,0,0,0
2002,450000,1200,Kia,diesel,automatica,4x2,publico,urbano,0,1,1,1,0,1,1,1
2016,121354,1000,Suzuki,gasolina,automatica,4x4,particular,rural,0,0,0,1,1,1,0,0
1998,450000,1400,Chevrolet,gasolina,automatica,4x2,particular,urbano,1,0,1,1,1,0,1,1
1999,450000,1800,Honda,gasolina,automatica,4x2,particular,urbano,0,1,1,1,1,1,1,1
2013,188141,1200,Kia,diesel,manual,4x2,particular,urbano,0,0,0,0,1,0,0,0
2006,234393,1200,Chevrolet,gasolina,manual,4x2,particular,urbano,0,1,1,1,0,0,0,1
2015,72194,1600,Suzuki,diesel,manual,4x4,particular,urbano,0,0,1,1,0,0,0,0
2010,226394,1500,Mazda,gasolina,manual,4x2,particular,urbano,1,1,1,0,0,0,0,1
1999,450000,1600,Toyota,gasolina,automatica,4x2,publico,urbano,1,1,1,1,1,1,1,1
2014,248949,1000,Renault,gasolina,automatica,4x4,publico,rural,1,1,1,0,0,0,0,1
2013,198337,1400,Chevrolet,diesel,automatica,4x4,particular,rural,0,0,1,1,1,1,0,1
2010,113256,1600,Kia,diesel,manual,4x2,particular,urbano,1,0,0,0,1,1,1,1
2011,165501,1600,Kia,gasolina,manual,4x2,particular,rural,1,1,0,0,1,0,1,1
2015,89428,1500,Mazda,gasolina,automatica,4x2,particular,rural,1,0,0,0,1,0,0,0
2006,221277,1000,Renault,diesel,automatica,4x2,particular,urbano,0,1,1,1,0,1,1,1
2016,137617,1400,Renault,gasolina,automatica,4x2,particular,urbano,1,1,0,0,1,0,1,1
1998,450000,1500,Nissan,gasolina,automatica,4x2,publico,urbano,1,1,0,1,0,1,0,1
2021,77496,1800,Volkswagen,diesel,manual,4x2,publico,urbano,1,0,0,1,1,0,0,1
2013,163743,1400,Mazda,gas,manual,4x2,particular,urbano,1,0,0,0,1,1,0,1
2008,326692,1600,Chevrolet,gasolina,manual,4x4,publico,rural,0,1,1,0,1,1,0,1
2020,28045,3500,Mitsubishi,diesel,manual,4x2,particular,urbano,0,0,0,0,1,0,0,1
2005,293528,2000,Honda,gasolina,manual,4x2,particular,urbano,1,0,1,1,0,1,1,1
2013,336261,1000,Suzuki,gasolina,manual,4x2,publico,rural,1,1,0,1,1,0,0,1
2021,53884,1600,Toyota,gasolina,manual,4x4,particular,urbano,0,0,0,0,0,1,0,0
2004,212394,1500,Ford,gas,manual,4x2,particular,urbano,0,1,0,1,0,1,0,0
2018,104888,1000,Renault,gasolina,manual,4x2,publico,urbano,0,0,0,1,0,0,1,1
2011,103123,1800,Hyundai,gas,automatica,4x4,particular,rural,1,1,1,1,0,1,0,1
2021,97260,1600,Honda,gasolina,manual,4x4,publico,rural,0,0,0,1,1,0,0,0
2021,76540,1000,Renault,gas,automatica,4x2,publico,rural,1,0,0,1,0,0,1,1
2011,229635,2500,Mitsubishi,gasolina,manual,4x2,particular,urbano,1,1,0,1,0,1,0,1
2013,321738,1600,Honda,gasolina,automatica,4x4,publico,urbano,1,0,0,0,1,0,0,0
2020,128783,2000,Mazda,gasolina,automatica,4x2,publico,urbano,0,0,0,1,1,0,0,0
2019,61721,1400,Chevrolet,gasolina,manual,4x4,particular,urbano,0,0,0,0,1,0,0,0
2019,75312,1400,Suzuki,diesel,manual,4x2,particular,rural,0,0,0,0,0,0,0,0
2013,189712,2000,Dodge,diesel,manual,4x2,particular,rural,0,0,0,1,1,0,0,1
2023,21263,1400,Renault,gasolina,manual,4x4,particular,urbano,0,0,0,0,0,0,0,0
2010,224147,2500,Dodge,diesel,manual,4x2,particular,urbano,1,1,1,1,0,1,0,1
2016,159526,1600,Mazda,gasolina,manual,4x4,particular,urbano,1,0,1,0,1,0,0,0
2016,129521,1600,Ford,gasolina,manual,4x4,particular,urbano,0,0,0,0,0,0,0,1
2002,346790,1600,Volkswagen,gasolina,manual,4x2,particular,rural,1,1,1,1,1,0,1,0
2018,63404,1200,Kia,gasolina,automatica,4x2,particular,urbano,0,1,1,0,1,0,0,1
2000,450000,1600,Suzuki,diesel,manual,4x2,publico,urbano,0,1,1,1,1,1,0,1
2005,321562,1500,Ford,gasolina,manual,4x4,particular,urbano,1,0,1,0,1,1,1,1
2012,80616,2400,Hyundai,gasolina,manual,4x2,particular,rural,0,0,0,1,0,0,0,1
2021,73886,1500,Renault,diesel,automatica,4x4,publico,urbano,0,0,0,0,0,0,1,1
2008,262262,3000,Mitsubishi,gasolina,manual,4x2,particular,urbano,0,0,1,1,1,1,0,0
2012,173730,2500,Mitsubishi,gasolina,automatica,4x2,particular,rural,0,0,1,1,1,0,1,0
2004,398651,1500,Renault,gasolina,manual,4x4,particular,rural,1,0,1,1,0,0,0,1
2002,450000,1500,Suzuki,gasolina,manual,4x2,publico,urbano,1,0,1,1,1,1,0,1
2007,150848,1600,Volkswagen,gasolina,manual,4x2,particular,urbano,1,0,0,1,0,1,0,1
2016,197632,1500,Chevrolet,gas,automatica,4x4,publico,urbano,0,1,0,1,0,0,0,1
2019,91087,2000,Honda,gasolina,manual,4x4,particular,rural,0,0,0,0,0,1,0,0
2003,225801,1800,Dodge,gasolina,manual,4x2,particular,rural,1,1,0,0,1,1,1,1
2017,93505,3500,Mitsubishi,diesel,automatica,4x2,particular,rural,0,0,0,0,0,0,0,0
2014,126909,2400,Volkswagen,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,0,1,0
2010,232741,3000,Dodge,gas,automatica,4x2,particular,urbano,1,0,0,1,1,1,1,0
2001,423869,2000,Hyundai,gasolina,automatica,4x2,particular,urbano,1,0,1,1,1,1,0,1
2014,157421,1400,Chevrolet,gasolina,automatica,4x4,particular,urbano,0,1,0,0,0,0,0,0
1998,450000,1400,Toyota,gasolina,manual,4x2,publico,rural,0,1,1,1,1,1,1,0
2002,330376,1400,Suzuki,gasolina,automatica,4x2,particular,rural,1,1,1,0,1,1,1,1
2011,280884,1800,Mazda,gasolina,automatica,4x2,particular,urbano,0,1,0,1,0,1,0,0
2013,352067,1400,Renault,gas,manual,4x2,publico,urbano,1,0,1,1,0,1,0,1
2005,450000,2000,Mitsubishi,gasolina,manual,4x2,publico,rural,1,0,1,0,1,1,1,1
2019,102562,1600,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,0,1,0,0,0,0,0
2011,321122,1800,Hyundai,gasolina,manual,4x2,publico,urbano,0,0,0,0,0,1,0,1
2011,353738,1500,Honda,gasolina,automatica,4x2,publico,rural,0,0,1,0,0,0,0,1
2002,410807,1000,Chevrolet,diesel,automatica,4x2,particular,urbano,0,1,1,1,1,1,1,1
2007,263243,1400,Chevrolet,gasolina,manual,4x2,particular,urbano,0,1,0,1,1,1,1,0
2023,11412,2400,Ford,gasolina,automatica,4x2,particular,urbano,0,0,0,1,0,0,0,0
2008,341173,1600,Mazda,gasolina,automatica,4x4,particular,rural,0,0,1,1,0,1,1,1
2011,265751,1600,Honda,gasolina,manual,4x2,publico,urbano,0,1,0,1,0,0,1,0
2006,237387,1400,Renault,gas,automatica,4x2,particular,urbano,1,1,0,0,0,1,1,0
2007,114630,2400,Volkswagen,gasolina,manual,4x2,particular,rural,1,1,0,0,0,0,0,0
2008,246562,1800,Mazda,gasolina,manual,4x2,particular,rural,0,1,0,1,1,0,1,1
2011,430247,1500,Volkswagen,gasolina,manual,4x2,publico,urbano,1,1,1,1,1,1,0,1
2003,350816,1600,Mazda,gasolina,manual,4x4,particular,urbano,1,0,1,0,1,1,0,1
2007,450000,2400,Mazda,gasolina,manual,4x2,publico,urbano,0,1,0,1,1,1,0,0
2016,192241,2000,Mazda,gas,manual,4x2,publico,rural,1,0,1,0,1,1,1,1
2007,222693,1000,Chevrolet,gasolina,automatica,4x2,particular,rural,1,1,0,1,1,1,0,1
2004,326239,2000,Volkswagen,gasolina,manual,4x2,particular,urbano,0,0,0,0,1,1,1,1
2009,269071,1600,Chevrolet,gasolina,manual,4x2,particular,urbano,0,1,0,0,0,1,0,1
2009,290821,2400,Toyota,diesel,automatica,4x2,particular,rural,0,1,1,1,0,1,1,1
2009,234027,2400,Nissan,gasolina,manual,4x2,particular,urbano,1,1,1,0,1,1,1,1
2004,450000,1400,Renault,gasolina,automatica,4x2,publico,rural,0,1,1,1,1,0,0,0
2020,62486,1000,Chevrolet,gas,manual,4x4,particular,rural,0,0,0,1,1,0,0,0
2003,240672,1400,Ford,gasolina,manual,4x2,particular,urbano,1,1,0,1,0,0,1,1
2016,84287,1800,Nissan,gasolina,manual,4x2,particular,urbano,1,0,0,0,0,0,0,1
2007,258328,1600,Chevrolet,gasolina,automatica,4x4,particular,urbano,1,1,1,1,0,1,1,1
2019,70748,1200,Chevrolet,diesel,automatica,4x2,particular,urbano,1,0,0,0,1,0,0,0
2012,275398,1400,Hyundai,gasolina,manual,4x4,publico,rural,1,1,1,1,0,1,1,1
2005,224220,3500,Peugeot,gasolina,automatica,4x2,particular,urbano,1,1,1,0,1,1,1,1
2003,238541,2400,Ford,gasolina,manual,4x2,particular,urbano,0,1,1,1,1,0,1,1
2019,90244,1600,Kia,gasolina,manual,4x4,particular,urbano,0,0,0,1,0,0,0,1
2001,404669,1200,Chevrolet,gasolina,automatica,4x2,particular,urbano,0,1,1,0,1,0,1,0
2006,336805,1400,Chevrolet,diesel,automatica,4x2,particular,rural,0,0,1,0,0,1,1,1
2007,246106,1200,Renault,gasolina,automatica,4x2,particular,urbano,1,1,0,0,1,0,0,1
2004,402615,1800,Volkswagen,gasolina,automatica,4x2,particular,urbano,1,1,1,1,1,1,1,1
2016,100118,1400,Volkswagen,gasolina,manual,4x2,particular,urbano,0,0,0,0,0,1,0,0
2014,150441,1400,Volkswagen,gasolina,manual,4x4,particular,urbano,1,0,0,1,1,0,1,0
2010,161342,1000,Chevrolet,gasolina,manual,4x2,particular,rural,0,1,1,1,0,1,0,1
2012,275667,1600,Mazda,gasolina,manual,4x2,publico,urbano,1,1,1,1,0,1,0,1
2017,97671,1500,Mazda,gas,manual,4x2,particular,urbano,1,0,1,0,0,1,0,1
2000,272589,2400,Volkswagen,gasolina,manual,4x2,particular,urbano,1,1,1,0,1,1,1,0
2004,368709,1800,Mazda,gasolina,automatica,4x2,particular,urbano,1,1,1,1,1,0,0,1
2015,180786,2000,Dodge,diesel,automatica,4x2,particular,urbano,0,1,1,1,0,0,0,0
2011,151068,1400,Kia,gasolina,automatica,4x2,particular,urbano,1,0,1,0,0,1,1,1
2006,259381,2400,Hyundai,diesel,manual,4x2,particular,urbano,1,1,0,1,0,1,0,0
2009,225271,1500,Renault,diesel,manual,4x2,particular,urbano,1,0,1,1,1,1,0,0
2017,125315,1600,Volkswagen,diesel,manual,4x2,particular,urbano,0,1,0,0,0,0,1,0
2021,61929,1200,Kia,diesel,manual,4x2,publico,urbano,0,0,0,0,0,0,0,1
2003,281339,2000,Ford,gas,manual,4x2,particular,urbano,1,1,1,0,1,0,1,1
2023,15259,1000,Suzuki,gasolina,automatica,4x2,particular,urbano,1,0,0,0,0,0,0,0
2001,450000,2000,Toyota,gasolina,manual,4x2,publico,urbano,1,1,1,1,1,1,1,0
2019,96217,3500,Dodge,gasolina,manual,4x2,particular,urbano,0,0,0,0,1,0,0,1
2017,91130,1500,Mazda,diesel,manual,4x2,particular,rural,1,0,0,1,1,0,0,0
1999,315366,2000,Mazda,gasolina,automatica,4x4,particular,urbano,1,1,1,0,1,1,1,1
2000,450000,1600,Chevrolet,diesel,manual,4x4,publico,urbano,1,1,0,1,1,1,1,1
2022,26629,1600,Hyundai,gasolina,manual,4x2,particular,rural,1,0,0,0,0,1,0,0
2021,63492,1000,Chevrolet,gasolina,automatica,4x2,publico,urbano,0,1,1,1,0,0,0,0
2010,149432,1200,Renault,diesel,manual,4x4,particular,urbano,1,1,0,1,0,1,1,1
2006,450000,1600,Volkswagen,gas,automatica,4x2,publico,urbano,1,1,1,1,1,0,1,1
2023,14224,1800,Toyota,gasolina,manual,4x2,particular,rural,0,0,0,1,1,0,0,0
2022,71537,1400,Chevrolet,gasolina,manual,4x2,publico,urbano,0,0,0,1,0,1,0,0
2015,151276,1000,Kia,diesel,automatica,4x2,particular,rural,1,1,1,1,1,1,0,1
2007,450000,1400,Mazda,diesel,manual,4x2,publico,rural,1,1,1,0,1,1,0,1
2012,240175,1200,Renault,diesel,manual,4x2,publico,urbano,1,1,1,0,0,0,1,1
2016,103078,1600,Chevrolet,gasolina,manual,4x2,particular,rural,0,1,1,1,1,0,1,1
2005,450000,1500,Chevrolet,gasolina,automatica,4x2,publico,rural,1,1,0,1,1,1,0,1
